,imonth,success,attacktype1,latitude,longitude,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt
7044,4,1,3,26.588354,93.748589,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
7045,4,1,2,18.390961,81.662323,Armed Assault,3,Police,5,Firearms
7046,4,1,3,20.271944,81.49305600000002,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7047,4,1,2,22.96908,85.28935200000002,Armed Assault,19,Transportation,5,Firearms
7048,4,0,2,25.722446,90.190917,Armed Assault,3,Police,5,Firearms
7049,4,1,3,27.51586,95.877973,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7050,4,1,3,34.038555,74.737209,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
7051,4,1,2,25.318662,90.440804,Armed Assault,3,Police,5,Firearms
7052,4,1,1,19.598777,80.22691,Assassination,14,Private Citizens & Property,5,Firearms
7053,4,1,3,11.72661,75.637538,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7054,4,1,3,11.72661,75.637538,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7055,4,1,3,11.72661,75.637538,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7057,4,1,2,18.768304,82.903944,Armed Assault,3,Police,5,Firearms
7058,4,1,3,20.46268,85.883253,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7059,4,1,3,26.750419,94.216359,Bombing/Explosion,21,Utilities,6,Explosives/Bombs/Dynamite
7060,4,1,3,27.066951,95.036459,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
7061,4,1,2,34.08352,74.797838,Armed Assault,3,Police,5,Firearms
7062,4,1,7,18.708185,82.99166,Facility/Infrastructure Attack,1,Business,8,Incendiary
7063,4,1,7,18.933338,83.25729100000002,Facility/Infrastructure Attack,16,Telecommunication,8,Incendiary
7064,4,1,6,18.390961,81.662323,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
7065,4,1,3,18.776381,80.5369,Bombing/Explosion,22,Violent Political Party,6,Explosives/Bombs/Dynamite
7066,4,0,3,24.817544,93.916458,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
7067,4,1,5,24.165471,86.22314200000002,Hostage Taking (Barricade Incident),1,Business,5,Firearms
7068,4,1,1,20.181843,80.006844,Assassination,14,Private Citizens & Property,5,Firearms
7069,4,1,7,21.812516,80.183832,Facility/Infrastructure Attack,1,Business,8,Incendiary
7070,4,1,2,25.198651,90.554631,Armed Assault,14,Private Citizens & Property,5,Firearms
7071,4,1,3,24.817544,93.916458,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7072,4,1,8,20.181843,80.006844,Unarmed Assault,14,Private Citizens & Property,9,Melee
7073,4,1,3,26.394035,85.917713,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7074,4,1,3,25.318662,90.440804,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7075,4,0,3,27.556664,95.692979,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
7076,4,1,1,19.715202,80.58874399999998,Assassination,2,Government (General),13,Unknown
7077,4,1,3,24.65233,93.990834,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7078,4,0,3,26.437362,91.620168,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
7079,5,1,3,9.925201,78.119775,Bombing/Explosion,15,Religious Figures/Institutions,6,Explosives/Bombs/Dynamite
7080,5,1,2,18.700958,81.24913000000002,Armed Assault,3,Police,5,Firearms
7081,5,1,3,25.578773,91.893254,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7082,5,1,2,33.311591,75.76621899999998,Armed Assault,17,Terrorists/Non-State Militia,5,Firearms
7083,5,1,6,18.813487,82.712333,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee
7084,5,1,6,26.54257,90.474846,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
7085,5,1,2,17.838008,81.428585,Armed Assault,1,Business,9,Melee
7086,5,1,3,19.52338,84.88545400000002,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7087,5,1,1,11.246031,75.95365,Assassination,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7088,5,1,3,24.666465,94.023631,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
7089,5,1,3,33.311591,75.76621899999998,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7090,5,1,6,23.606882,91.819644,Hostage Taking (Kidnapping),14,Private Citizens & Property,5,Firearms
7091,5,1,6,20.817079,82.533622,Hostage Taking (Kidnapping),3,Police,5,Firearms
7092,5,1,2,26.398022,90.269415,Armed Assault,3,Police,6,Explosives/Bombs/Dynamite
7093,5,1,2,23.687114,86.97355,Armed Assault,2,Government (General),5,Firearms
7094,5,1,3,19.714948,81.245587,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7095,5,1,2,18.879649,83.169137,Armed Assault,1,Business,9,Melee
7096,5,1,3,23.849197,88.532398,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7097,5,0,3,25.939694,90.770842,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
7098,5,1,3,18.633644,81.25739,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7099,5,1,2,19.922273,80.543224,Armed Assault,3,Police,5,Firearms
7100,5,1,2,20.035988,80.620102,Armed Assault,1,Business,5,Firearms
7101,5,1,3,33.797161,75.090141,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
7102,5,0,3,27.380609000000003,95.171827,Bombing/Explosion,21,Utilities,6,Explosives/Bombs/Dynamite
7103,5,0,3,22.447033,85.254824,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
7104,5,0,3,24.780654,93.967437,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
7105,5,1,7,16.854884,74.56357,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7106,5,1,6,20.54912,79.456337,Hostage Taking (Kidnapping),3,Police,8,Incendiary
7107,5,1,6,18.390844,81.662323,Hostage Taking (Kidnapping),22,Violent Political Party,13,Unknown
7108,5,1,2,22.239795,85.305001,Armed Assault,14,Private Citizens & Property,5,Firearms
7109,5,0,3,21.458804,80.197419,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
7110,5,1,3,24.562394,85.296825,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
7111,5,1,3,18.522484,81.75529399999998,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7112,5,0,3,17.466449,78.284582,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
7113,5,0,3,27.027712,95.030176,Bombing/Explosion,21,Utilities,6,Explosives/Bombs/Dynamite
7114,5,1,2,19.6,81.6667,Armed Assault,2,Government (General),5,Firearms
7115,5,0,3,34.08352,74.797838,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
7116,5,1,3,32.656294,74.78416700000002,Bombing/Explosion,21,Utilities,6,Explosives/Bombs/Dynamite
7117,5,0,3,20.73044,82.418068,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
7118,5,1,3,34.08352,74.797838,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7119,5,0,3,17.466449,78.284582,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
7120,5,1,3,34.28751,74.462463,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7121,5,1,5,20.302857,81.345239,Hostage Taking (Barricade Incident),3,Police,8,Incendiary
7122,5,1,6,20.329769,80.47766899999998,Hostage Taking (Kidnapping),2,Government (General),13,Unknown
7123,5,1,2,18.486587,82.237957,Armed Assault,1,Business,5,Firearms
7124,5,1,3,23.4167,88.3667,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7125,5,1,3,24.806291,93.948303,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7126,5,0,3,24.780654,93.967437,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite
7127,5,0,3,34.375593,74.298705,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7128,5,1,3,17.466667,73.616667,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
7129,5,1,2,20.111801,85.835287,Armed Assault,14,Private Citizens & Property,5,Firearms
7130,5,1,3,18.8,80.8167,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7131,5,1,3,25.427402,81.818337,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7132,5,1,6,19.357915,83.50702,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
7133,5,0,3,27.5667,80.6833,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
7134,5,0,3,19.577501,81.34637099999998,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7135,5,1,3,17.4721,78.344397,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7136,5,1,3,27.556664,95.692979,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7137,5,0,3,17.899835999999997,79.42547900000002,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
7138,5,1,3,18.363526,81.895253,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7139,5,0,3,23.01643,85.566452,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
7140,5,0,3,26.072512,90.588679,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
7141,5,1,2,25.330097,90.563609,Armed Assault,3,Police,5,Firearms
7142,5,1,2,34.09809,74.822932,Armed Assault,3,Police,5,Firearms
7143,5,0,3,26.240677,85.21765400000002,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
7144,6,1,1,25.558029,84.66748,Assassination,17,Terrorists/Non-State Militia,5,Firearms
7145,6,0,3,24.806299,93.948197,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7146,6,1,3,21.091089,80.931236,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7147,6,0,3,23.743805,84.50433699999998,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
7148,6,0,1,33.768445,74.819283,Assassination,2,Government (General),5,Firearms
7149,6,0,1,28.606951,76.990486,Assassination,2,Government (General),5,Firearms
7150,6,1,6,25.24003,86.984512,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee
7151,6,1,3,24.806299,93.948197,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7152,6,0,1,24.786944,93.926667,Assassination,2,Government (General),6,Explosives/Bombs/Dynamite
7153,6,1,6,25.197613,86.540267,Hostage Taking (Kidnapping),14,Private Citizens & Property,13,Unknown
7154,6,1,3,24.65233,93.990834,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
7155,6,1,1,13.024523,77.640726,Assassination,14,Private Citizens & Property,5,Firearms
7156,6,1,1,18.8,80.8167,Assassination,17,Terrorists/Non-State Militia,5,Firearms
7157,6,1,1,22.709817,85.53804699999998,Assassination,22,Violent Political Party,5,Firearms
7158,6,0,2,19.714948,81.245587,Armed Assault,3,Police,5,Firearms
7159,6,1,3,25.435801,81.846311,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7160,6,1,3,24.652315,93.990822,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite
7161,6,1,2,13.024523,77.640726,Armed Assault,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7162,6,1,2,33.666494,75.013278,Armed Assault,2,Government (General),5,Firearms
7163,6,0,3,25.635556,85.04083299999998,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
7164,6,1,7,20.237556,84.27001800000002,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7165,6,1,7,20.237556,84.27001800000002,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7166,6,1,7,20.237556,84.27001800000002,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7167,6,1,7,20.237556,84.27001800000002,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7168,6,1,7,20.237556,84.27001800000002,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7169,6,1,7,20.237556,84.27001800000002,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7170,6,1,7,20.237556,84.27001800000002,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7171,6,1,7,20.237556,84.27001800000002,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7172,6,1,7,20.237556,84.27001800000002,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7173,6,1,7,20.237556,84.27001800000002,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7174,6,1,7,20.237556,84.27001800000002,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7175,6,1,7,20.237556,84.27001800000002,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7176,6,1,7,20.237556,84.27001800000002,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7177,6,1,2,19.62801,81.81928,Armed Assault,3,Police,5,Firearms
7178,6,0,3,25.30025,87.101525,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
7179,6,1,3,24.442973,84.394202,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7180,6,1,5,18.633644,81.25739,Hostage Taking (Barricade Incident),19,Transportation,6,Explosives/Bombs/Dynamite
7182,6,1,6,18.933338,83.25729100000002,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee
7183,6,1,7,19.876165,75.343314,Facility/Infrastructure Attack,16,Telecommunication,8,Incendiary
7184,6,0,3,23.743805,84.50433699999998,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
7185,6,1,3,25.197613,86.540267,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7186,6,1,2,18.96149,82.27448000000003,Armed Assault,14,Private Citizens & Property,5,Firearms
7187,6,1,2,20.181843,80.006844,Armed Assault,1,Business,5,Firearms
7188,6,1,7,20.75041,82.862716,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7189,6,1,7,20.75041,82.862716,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7190,6,1,7,20.75041,82.862716,Facility/Infrastructure Attack,2,Government (General),8,Incendiary
7191,6,1,3,19.9333,84.5833,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7192,6,1,7,23.817071,84.49811700000002,Facility/Infrastructure Attack,1,Business,8,Incendiary
7193,6,1,3,24.003563,86.147194,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7194,6,0,3,27.027712,95.030176,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7195,6,1,1,34.083658,74.797368,Assassination,14,Private Citizens & Property,5,Firearms
7196,6,0,1,18.762784,82.903889,Assassination,22,Violent Political Party,5,Firearms
7197,6,1,2,25.5,90.333333,Armed Assault,14,Private Citizens & Property,5,Firearms
7198,6,1,2,25.903983,90.64411,Armed Assault,3,Police,5,Firearms
7199,6,1,3,23.523045,80.823073,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
7200,6,1,3,34.28751,74.462463,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7201,6,0,1,28.984462,77.706414,Assassination,14,Private Citizens & Property,5,Firearms
7202,6,0,3,24.806299,93.948197,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7203,6,1,6,24.927484,86.33009200000002,Hostage Taking (Kidnapping),19,Transportation,5,Firearms
7204,6,1,2,18.933338,83.25729100000002,Armed Assault,14,Private Citizens & Property,9,Melee
7205,6,1,3,24.780654,93.967437,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7206,6,1,7,20.7167,83.4833,Facility/Infrastructure Attack,1,Business,8,Incendiary
7207,6,1,3,34.28751,74.462463,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7208,6,1,2,23.905309,86.193332,Armed Assault,3,Police,5,Firearms
7209,6,1,3,23.905309,86.193332,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7210,6,1,3,34.069935,74.793683,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
7211,6,0,3,32.605979999999995,74.73078100000002,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
7212,6,1,2,23.743805,84.50433699999998,Armed Assault,14,Private Citizens & Property,5,Firearms
7213,6,1,3,23.747365,84.428637,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7214,7,1,3,33.934218,75.113672,Bombing/Explosion,19,Transportation,6,Explosives/Bombs/Dynamite
7215,7,1,6,23.540541,74.44225300000002,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
7216,7,1,3,26.133848,87.462061,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7217,7,1,2,25.580833,91.873611,Armed Assault,3,Police,5,Firearms
7218,7,1,2,24.663717,93.906269,Armed Assault,4,Military,5,Firearms
7219,7,1,2,19.177486,84.46058199999997,Armed Assault,3,Police,5,Firearms
7220,7,0,3,24.628864,93.761286,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
7221,7,1,3,24.823158,93.942264,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7222,7,1,9,19.607672,84.65870100000002,Unknown,10,Journalists & Media,13,Unknown
7223,7,1,2,24.434843,94.20707,Armed Assault,4,Military,5,Firearms
7224,7,0,1,25.67035,94.109515,Assassination,2,Government (General),5,Firearms
7225,7,1,2,34.01083,74.913335,Armed Assault,4,Military,5,Firearms
7226,7,1,1,18.363526,81.895253,Assassination,2,Government (General),5,Firearms
7227,7,1,7,11.03526,76.99503399999998,Facility/Infrastructure Attack,14,Private Citizens & Property,8,Incendiary
7228,7,1,7,18.225234,82.06208000000002,Facility/Infrastructure Attack,1,Business,8,Incendiary
7229,7,0,3,24.95,94.0333,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7230,7,1,3,24.799202,93.97091,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7231,7,0,3,26.537514,91.731912,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
7232,7,0,3,23.674553,86.19925,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7233,7,1,1,24.849105,92.483498,Assassination,14,Private Citizens & Property,5,Firearms
7234,7,1,7,19.357915,83.50702,Facility/Infrastructure Attack,1,Business,8,Incendiary
7235,7,1,3,34.28751,74.462463,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7236,7,0,3,33.505475,75.207038,Bombing/Explosion,20,Unknown,6,Explosives/Bombs/Dynamite
7237,7,1,2,20.7167,83.4833,Armed Assault,14,Private Citizens & Property,9,Melee
7238,7,1,3,25.445057,91.927915,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
7239,7,1,7,19.357915,83.50702,Facility/Infrastructure Attack,1,Business,8,Incendiary
7240,7,0,1,27.086765000000003,93.60872,Assassination,10,Journalists & Media,5,Firearms
7241,7,1,2,25.500375,87.368022,Armed Assault,2,Government (General),5,Firearms
7242,7,1,1,18.52043,73.85674399999998,Assassination,14,Private Citizens & Property,9,Melee
7243,7,1,6,24.951111,94.198056,Hostage Taking (Kidnapping),2,Government (General),5,Firearms
7244,7,0,3,34.083658,74.797368,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7245,7,1,6,17.405285,75.136718,Hostage Taking (Kidnapping),14,Private Citizens & Property,9,Melee
7246,7,1,7,18.363526,81.895253,Facility/Infrastructure Attack,1,Business,8,Incendiary
7247,7,1,2,26.464986,90.299744,Armed Assault,14,Private Citizens & Property,5,Firearms
7248,7,1,2,25.755953,90.677305,Armed Assault,8,Educational Institution,5,Firearms
7249,7,0,2,22.526898000000006,79.838078,Armed Assault,3,Police,5,Firearms
7250,7,1,2,25.755953,90.677305,Armed Assault,14,Private Citizens & Property,5,Firearms
7251,7,1,3,24.663717,93.906269,Bombing/Explosion,4,Military,6,Explosives/Bombs/Dynamite
7252,7,1,3,24.284148,86.093731,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7253,7,0,3,24.780654,93.967437,Bombing/Explosion,14,Private Citizens & Property,6,Explosives/Bombs/Dynamite
7254,7,1,2,23.07,85.28,Armed Assault,3,Police,5,Firearms
7255,7,0,2,22.856126,86.012157,Armed Assault,3,Police,5,Firearms
7256,7,1,3,21.494977,86.942658,Bombing/Explosion,1,Business,6,Explosives/Bombs/Dynamite
7257,7,0,3,24.204235,84.870937,Bombing/Explosion,3,Police,6,Explosives/Bombs/Dynamite
7258,7,1,2,25.755953,90.677305,Armed Assault,4,Military,5,Firearms
7259,7,1,3,24.775708,93.939106,Bombing/Explosion,2,Government (General),6,Explosives/Bombs/Dynamite
7260,7,1,1,14.356772,75.294022,Assassination,22,Violent Political Party,5,Firearms
