,predicted,Real
0,1.729585249702569,0
1,1.1705342990526835,0
2,3.094061064078427,2
3,0.2292873345063997,0
4,1.8394947829257309,0
5,0.08771623813646223,0
6,0.992944440827641,0
7,0.40465356324860835,1
8,2.456810357913131,1
9,0.5074335325989641,0
10,2.135695855204386,1
11,0.5184908818096436,0
12,0.3839467278042352,0
13,2.2121233321396536,3
14,0.770575624189758,0
15,0.5342513073509352,0
16,1.149165517243774,0
17,1.7508349627348232,0
18,0.0030821114032113517,0
19,0.6990552585876089,2
20,2.565411477673905,1
21,0.5650248958181936,0
22,0.22988350477750652,0
23,1.0551538054382288,1
24,-0.041294800141213894,0
25,7.264986064047013,9
26,1.9399999389033318,0
27,3.3793500453972483,0
28,3.190880290745832,5
29,3.225635893272993,0
30,2.78641319456625,4
31,-0.015891619201942486,0
32,0.5283728283584683,1
33,1.6069164323686391,1
34,2.501943112832054,2
35,2.114146223501755,1
36,-0.042878667110426205,0
37,1.7681602328752288,0
38,0.28744601928874536,0
39,0.9191492479489999,2
40,3.139621657561677,6
41,0.5844326079992754,0
42,3.787123247134037,0
43,1.4463518076863986,0
44,1.036200426145881,1
45,1.5152194848005682,1
46,2.99325016840009,1
47,0.16161471942535388,0
48,1.6229783335537769,0
49,2.915662877459412,2
50,2.3325648723749324,0
51,0.5197524918952245,1
52,4.051781469475637,2
53,1.2575270741300928,1
54,2.5039263839522494,33
55,1.3526711627916868,3
56,0.8034236884905331,0
57,0.6153563465961225,0
58,3.029245217621833,2
59,3.142974870944821,0
60,5.205906351485204,0
61,2.7332014048391877,3
62,0.49673578107087657,0
63,2.094093268939829,0
64,1.2841739226372721,0
65,2.7122318151062426,1
66,0.1728062588246384,0
67,2.614779646587589,1
68,0.32150005630116074,0
69,0.793322534227969,0
70,1.061980750194785,0
71,1.779281160418133,0
72,0.6313569446041662,0
73,3.429101808560223,6
74,3.389069261559663,3
75,1.8451387757485955,14
76,0.041949222504615635,0
77,0.7378983696065491,0
78,0.7473092440167983,0
79,4.885761596264604,0
80,2.489169647059869,0
81,0.8833975772567576,0
82,2.878433368535379,0
83,2.566882713155349,6
84,2.1531053048315107,0
85,2.737931640553344,0
86,0.2861743897619129,0
87,2.544244395740719,0
88,11.342352922507802,1
89,1.0785597268868314,0
90,0.008207529973987215,0
91,0.31609924936466816,3
92,3.7045927019257077,16
93,1.8481580615707145,0
94,1.7501516485540216,1
95,0.43943251624831614,0
96,0.16509396614663374,0
97,0.6441715239745356,0
98,-0.011050303188382182,0
99,0.8504769294503511,0
100,0.2526721135172494,0
101,0.9027754244685746,0
102,2.2900717033395708,7
103,1.9602060222315507,1
104,1.8482724651643536,1
105,3.2154844498305835,0
106,0.5101699573854364,0
107,1.544874051643474,3
108,4.324621669655588,9
109,5.055733096766344,0
110,3.389069261559663,4
111,0.3916523310270146,0
112,-0.03676189823578291,0
113,0.702957313049545,1
114,1.2630787019922785,0
115,2.638665758728556,4
116,1.5344969216538655,1
117,2.9847251958357415,2
118,0.29264477533624134,0
119,3.55237132689538,1
120,3.4922779244524387,2
121,0.39628848839757547,0
122,0.6926766946684451,0
123,2.3881906031301856,0
124,0.03918404145924104,0
125,2.1971620293673717,1
126,1.2478462091585993,0
127,0.5940951328313753,0
128,2.509523144303178,3
129,2.002725338640592,3
130,1.16761782702732,0
131,3.053841235061376,4
132,0.6979165835495549,0
133,0.052630083200573496,0
134,1.0301410193302059,1
135,2.984601487874931,1
136,1.9300917932140724,1
137,0.14016079609518517,2
138,6.806344362387087,2
139,0.2580450219592323,0
140,2.1203068266533105,1
141,0.41233208771317464,0
142,3.2729657072661063,2
143,1.0100809641974857,0
144,2.4740075458751463,1
145,1.176134928016955,0
146,1.4874317710731517,1
147,2.2647934798859333,2
148,3.6852820708370007,1
149,1.3495496237691051,0
150,3.3980178032394766,6
151,3.439038097645134,0
152,0.6842960602345354,1
153,2.692888776663686,1
154,-0.014819273139828226,0
155,3.31649284701692,3
156,2.3751679857985666,3
157,1.522008568619628,0
158,1.933973998179029,6
159,1.9548037862386116,9
160,2.292803898685216,1
161,3.1644173585795166,12
162,2.7901335024352907,1
163,1.9050422077878728,0
164,1.9285167705084811,1
165,0.054569686325095956,1
166,3.4405545792276633,0
167,0.9489886352388588,1
168,0.6045611587902859,0
169,1.3439079335295565,0
170,4.29171398609507,4
171,0.49673578107087657,0
172,1.6492272747319443,0
173,1.9761040940093775,1
174,0.08647037307410033,0
175,4.211165756875486,0
176,0.9995003167525053,1
177,1.073179635963318,1
178,1.6983275911013538,2
179,-0.04217667736015729,0
180,1.9016550932387917,1
181,1.8017958437452126,1
182,1.0026982007614296,0
183,2.0791846993927003,3
184,1.6104144163277545,0
185,1.8437355347309465,0
186,1.3218407235426215,1
187,0.18799553960069648,0
188,2.4257285307917678,4
189,0.7851035130612942,0
190,2.1191536978428407,1
191,0.06292786317521148,0
192,1.5537656789670145,0
193,0.5558190807006105,0
194,2.131899224642737,1
195,9.701901462788598e-05,0
196,1.5646732587226946,1
197,1.4763874997956092,1
198,4.213161443982729,10
199,1.3182140893746435,0
200,0.8592908456471041,3
201,0.8806821207600807,0
202,2.470331821466069,2
203,1.9076345921376283,0
204,3.3155439287082094,13
205,2.227998584346682,1
206,5.302849102679785,0
207,0.3125809237620436,0
208,0.5878163411600954,2
209,2.1862395270862898,0
210,1.6372676533378407,1
211,0.766973147448492,0
212,0.6709047714976815,0
213,1.1724956569839708,0
214,2.646492025898255,6
215,0.28194076467857854,0
216,1.1537004988176085,1
217,1.947825171983216,1
218,0.3646061393142861,0
219,2.875365725708275,0
220,1.887982473739053,0
221,2.1413279746301686,1
